Transaction_ID,Date,Region,Category,Product,Item,Customer_ID,Units_Sold,Unit_Price,Total_Sales
TX0109,2025-01-08,Central,Clothing,Sneakers,ITM-485946,C1099,6.0,59.23,355.38
TX0106,2025-02-13,East,Home Goods,Lamp,ITM-803363,C1593,5.0,195.73,978.65
TX0150,2025-05-26,South,Home Goods,Chair,ITM-336371,C1182,2.0,149.03,298.06
TX0030,2025-05-21,West,Clothing,Sneakers,ITM-602175,C1011,7.0,62.27,435.89
TX0182,2025-03-12,East,Grocery,Cereal,ITM-649752,C1717,4.0,15.39,61.56
TX0110,2025-05-03,East,Grocery,Pasta,ITM-423720,C1856,6.0,8.1,48.6
TX0164,bad_date,East,Beauty,Makeup,ITM-211576,C1875,2.0,42.38,84.76
TX0123,2025-01-07,East,Clothing,T-Shirt,ITM-717367,C1350,3.0,47.65,142.95
TX0028,2025-01-10,,Clothing,Sneakers,ITM-384944,C1757,4.0,55.25,221.0
TX0105,2025-01-12,West,Home Goods,Lamp,ITM-860177,C1086,5.0,156.73,783.65
TX0061,2025-02-02,East,Clothing,  Jacket  ,ITM-596283,C1253,5.0,82.88,414.4
TX0147,2025-04-04,West,Grocery,Cereal,ITM-853622,C1351,3.0,10.03,30.09
TX0084,2025-02-24,West,Clothing,Sneakers,ITM-985987,C1738,7.0,85.12,595.84
TX0235,2025-05-27,North,Grocery,Pasta,ITM-687189,C1108,7.0,18.2,127.4
TX0287,2025-04-29,North,Electronics,Headphones,ITM-689621,C1824,4.0,367.55,1470.2
TX0195,2025-02-26,South,Grocery,Pasta,ITM-954741,C1117,13.0,20.56,267.28
TX0252,2025-01-22,West,Electronics,Tablet,ITM-972999,C1867,2.0,419.39,838.78
TX0126,2025-02-18,East,Electronics,Smartwatch,ITM-307849,C1482,5.0,387.98,1939.9
TX0167,2025-04-27,South,Beauty,Fragrance,ITM-177525,C1707,4.0,25.95,103.8
TX0241,2025-03-22,West,Clothing,Sneakers,ITM-393561,C1488,6.0,62.66,375.96
TX0259,2025-02-07,West,,Tablet,ITM-265289,C1340,3.0,287.87,863.61
TX0228,2025-01-06,South,Beauty,Lotion,ITM-366150,C1092,5.0,39.64,198.2
TX0265,2025-04-08,North,Clothing,Sneakers,ITM-667906,C1498,8.0,46.79,374.32
TX0190,2025-01-01,East,Beauty,Shampoo,ITM-272502,C1167,,,231.42
TX0152,2025-03-27,West,Grocery,Cereal,ITM-746275,C1661,7.0,15.9,111.3
TX0001,2025-01-02,North,Electronics,Laptop,ITM-568011,C1343,5.0,394.7,1973.5
TX0266,2025-01-07,West,Grocery,Coffee,ITM-147111,C1313,6.0,17.75,106.5
TX0089,2025-01-29,West,Electronics,Laptop,ITM-580441,C1648,2.0,price_missing,684.32
TX0078,2025-02-05,South,Clothing,Jeans,ITM-832835,C1750,8.0,47.77,382.16
TX0124,2025-02-23,South,Clothing,Sneakers,ITM-155805,C1384,5.0,66.59,332.95
TX0096,2025-02-19,North,Home Goods,Bedding,ITM-825787,C1269,2.0,98.87,197.74
TX0295,2025-06-05,  East  ,Grocery,Coffee,ITM-880962,C1642,7.0,28.36,198.52
TX0012,2025-06-09,North,Grocery,Coffee,ITM-834200,C1607,3.0,29.67,89.01
TX0115,2025-02-14,East,Electronics,Laptop,ITM-601110,C1307,2.0,432.47,864.94
TX0258,2025-01-04,Central,Beauty,Shampoo,ITM-434517,C1213,6.0,44.21,265.26
TX0220,2025-03-15,South,Grocery,Apples,ITM-618895,C1557,7.0,32.8,
TX0253,2025-05-25,East,Beauty,Fragrance,ITM-847108,C1841,7.0,22.03,154.21
TX0289,2025-04-04,Central,Beauty,Shampoo,ITM-484794,C1567,8.0,41.16,329.28
TX0262,2025-01-29,East,Electronics,Tablet,ITM-699248,C1238,6.0,361.31,2167.86
TX0179,2025-02-26,East,Grocery,Cereal,ITM-778936,C1628,4.0,11.96,47.84
TX0020,2025-06-09,North,Home Goods,Chair,ITM-851722,C1982,8.0,133.89,1071.12
TX0170,2025-05-11,West,Grocery,Pasta,ITM-980096,C1967,6.0,15.02,90.12
TX0240,2025-06-19,East,  Beauty  ,Fragrance,ITM-272646,C1201,4.0,33.73,134.92
TX0161,2025-04-17,West,Grocery,Cereal,ITM-251426,C1624,9.0,11.51,103.59
TX0074,2025-02-28,North,Grocery,Apples,ITM-406901,C1726,5.0,23.7,118.5
TX0018,2025-05-22,East,Electronics,Tablet,ITM-392107,C1276,3.0,366.26,1098.78
TX0063,2025-03-31,East,Electronics,Headphones,ITM-681904,C1301,7.0,635.7,4449.9
TX0250,2025-01-20,South,Electronics,Laptop,ITM-739872,C1986,6.0,265.46,1592.76
TX0229,2025-02-17,East,Grocery,Cereal,ITM-789753,C1695,4.0,20.42,81.68
TX0239,2025-06-28,North,Clothing,T-Shirt,ITM-741480,C1205,,,385.92
TX0230,2025-04-28,West,Electronics,Headphones,ITM-897388,C1977,1.0,366.64,366.64
TX0048,2025-05-24,North,Electronics,Headphones,ITM-519048,C1519,6.0,154.62,927.72
TX0251,2025-02-28,Central,Grocery,Coffee,ITM-810070,C1507,7.0,17.45,122.15
TX0080,2025-02-18,West,Grocery,Coffee,ITM-231379,C1956,7.0,8.65,60.55
TX0294,2025-04-19,South,Clothing,Sneakers,ITM-723607,C1848,5.0,81.81,409.05
TX0021,2025-06-25,North,Home Goods,Chair,ITM-856967,C1038,5.0,73.05,365.25
TX0141,2025-05-10,North,Beauty,Lotion,ITM-292971,C1573,4.0,27.45,109.8
TX0193,2025-05-24,West,  Grocery  ,Pasta,ITM-702772,C1349,8.0,26.47,211.76
TX0131,2025-02-24,North,Home Goods,Lamp,ITM-144041,C1911,unknown,price_missing,310.26
TX0216,2025-06-06,,Beauty,Fragrance,ITM-513532,C1928,4.0,27.16,108.64
